,name,class_name
46223,KSuAOcEFPtM__U__S134---0028.690-0039.390.wav,English
46224,NDRNl130SMk__U__S1---0114.060-0130.800.wav,English
46225,ULEF4lpLE_M__U__S21---0199.590-0212.480.wav,English
46226,eK8S51L8juo__U__S0---0386.280-0398.340.wav,English
46227,VzRD0Yk5JeA__U__S21---0293.960-0306.250.wav,English
46228,HNQF6f5wTRY__U__S23---0153.550-0171.470.wav,English
46229,bGUVcMYC6oY__U__S1---1061.040-1072.060.wav,English
46230,a7Z0SkS8nFs__U__S106---2004.480-2020.700.wav,English
46231,eEHuGNjCxbc__U__S11---0056.950-0074.770.wav,English
46232,d30n-YxOHo4__U__S113---0681.030-0695.340.wav,English
46233,8P44D_DeJ-U__U__S0---0131.240-0150.240.wav,English
46234,XclNuS6Eu-o__U__S127---0278.350-0291.270.wav,English
46235,_r_w8vMF0So__U__S40---0506.780-0519.970.wav,English
46236,DQMxvGYyu6Q__U__S0---1213.820-1230.000.wav,English
46237,b8vx1e6VS0c__U__S17---0415.000-0428.490.wav,English
46238,_e4fgbYJsYM__U__S107---0739.870-0758.380.wav,English
46239,PdGGgXMpdpg__U__S23---0305.710-0315.970.wav,English
46240,HcvfyH3pvco__U__S119---0306.050-0320.180.wav,English
46241,xsGX9LvgUHI__U__S118---0845.180-0861.010.wav,English
46242,Dy1cwCUO0nA__U__S0---0530.270-0546.550.wav,English
46243,05T7DfJVOTo__U__S17---0208.800-0221.760.wav,English
46244,SUIMvT0VED4__U__S13---0175.740-0192.980.wav,English
46245,j_Hnmae2cHU__U__S23---0195.310-0213.230.wav,English
46246,_e4fgbYJsYM__U__S105---0790.460-0805.010.wav,English
46247,EjmtSkl53h4__U__S0---0326.010-0342.310.wav,English
46248,rKwEte7fFbc__U__S39---0244.570-0257.180.wav,English
46249,7g_-VOpCl1g__U__S1---1650.950-1662.490.wav,English
46250,5Jr_iCUJJpQ__U__S294---1928.420-1940.010.wav,English
46251,En8YCLPKyJU__U__S114---1826.830-1844.550.wav,English
46252,tBlRo8bI2YI__U__S114---1707.480-1726.140.wav,English
46253,En8YCLPKyJU__U__S0---0367.500-0382.380.wav,English
46254,bSs0gNq6Kkc__U__S0---1178.800-1196.570.wav,English
46255,rF7SRGqxKxY__U__S18---0038.280-0049.090.wav,English
46256,xsGX9LvgUHI__U__S118---1552.900-1569.430.wav,English
46257,-_PPCH3y0eE__U__S1---2814.860-2825.260.wav,English
46258,OqLbG5O8dag__U__S0---1838.750-1849.490.wav,English
46259,oMwEHGebBmc__U__S146---0975.170-0990.170.wav,English
46260,HNQF6f5wTRY__U__S101---0460.040-0475.340.wav,English
46261,CXUZFMcox9s__U__S21---0369.160-0379.380.wav,English
46262,ZriO6VB-zp8__U__S105---0293.690-0311.870.wav,English
46263,8HzZXIchBhQ__U__S12---0140.260-0150.540.wav,English
46264,ihUKMQqqnyM__U__S0---0031.760-0045.880.wav,English
46265,bi8wo64I57U__U__S0---0684.940-0696.570.wav,English
46266,ULEF4lpLE_M__U__S1---0050.100-0069.780.wav,English
46267,ULEF4lpLE_M__U__S1---0019.280-0033.010.wav,English
46268,l7Z5VBBknoU__U__S15---0107.040-0126.950.wav,English
46269,YfGLooqYjNY__U__S123---2228.490-2248.110.wav,English
46270,ORKweq97KSw__U__S1---0521.680-0532.350.wav,English
46271,EYyGjm5UF5E__U__S100---0655.600-0674.810.wav,English
46272,5Ve0wXtmATI__U__S0---1255.410-1265.630.wav,English
46273,zOqyKQ8Q8Ow__U__S1---0143.080-0157.290.wav,English
46274,Pi0FNF6PzwU__U__S18---0417.590-0429.120.wav,English
46275,1xVkRh7mEe0__U__S115---0606.180-0616.810.wav,English
46276,XclNuS6Eu-o__U__S269---2155.360-2172.320.wav,English
46277,ewCs5CF5HEg__U__S0---0061.300-0074.040.wav,English
46278,9853Jt7VA1c__U__S0---0414.140-0424.350.wav,English
46279,8HzZXIchBhQ__U__S67---0434.240-0448.190.wav,English
46280,RNT9NUqge-E__U__S101---2285.300-2296.140.wav,English
46281,3wIi4O6a6_Q__U__S25---0469.580-0484.860.wav,English
46282,rvGtVu8gmtg__U__S0---0000.000-0017.820.wav,English
46283,T05BfsYsBvA__U__S0---0031.170-0042.800.wav,English
46284,FUfXVkGTnSQ__U__S30---0444.450-0455.040.wav,English
46285,Kp0QEDWQ8Z0__U__S117---0859.870-0870.200.wav,English
46286,rvGtVu8gmtg__U__S15---0106.170-0126.080.wav,English
46287,pcicI_GJGcM__U__S105---0127.830-0145.970.wav,English
46288,jTQvMtg6RRU__U__S1---0027.660-0046.900.wav,English
46289,cuE9eHSbjNI__U__S0---1238.670-1252.420.wav,English
46290,DQMxvGYyu6Q__U__S0---1509.660-1522.020.wav,English
46291,PDtLmUAxzi4__U__S0---0760.460-0774.890.wav,English
46292,DQMxvGYyu6Q__U__S0---1994.910-2007.410.wav,English
46293,-F5o0jnJgo0__U__S0---0307.850-0319.090.wav,English
46294,Kp0QEDWQ8Z0__U__S150---0998.530-1014.860.wav,English
46295,5Jr_iCUJJpQ__U__S336---2250.350-2261.300.wav,English
46296,-oMKEXzvq_8__U__S102---0970.310-0982.060.wav,English
46297,XclNuS6Eu-o__U__S127---0193.080-0208.670.wav,English
46298,c3S_XIFDMpo__U__S21---0312.890-0328.360.wav,English
46299,5Jr_iCUJJpQ__U__S100---1862.220-1881.660.wav,English
46300,IFWbxZrjWhM__U__S1---0045.530-0063.950.wav,English
46301,oYRMYSIVj1o__U__S34---0299.940-0314.430.wav,English
46302,quadH2dUUyk__U__S0---0023.680-0034.010.wav,English
46303,VWvPndMo1F8__U__S24---0957.910-0971.520.wav,English
46304,m2j0TX-e8NY__U__S0---0302.250-0317.820.wav,English
46305,bPVaOlJ6ln0__U__S1---0377.500-0395.330.wav,English
46306,_r_w8vMF0So__U__S13---0381.760-0391.890.wav,English
46307,oMwEHGebBmc__U__S12---1611.510-1623.340.wav,English
46308,ZJt3qGlLhLY__U__S0---0030.030-0041.410.wav,English
46309,jRcfE2xxSAw__U__S0---0095.410-0105.700.wav,English
46310,oYRMYSIVj1o__U__S34---0229.730-0241.940.wav,English
46311,DQMxvGYyu6Q__U__S0---2175.410-2191.450.wav,English
46312,-F5o0jnJgo0__U__S0---0167.410-0183.600.wav,English
46313,EjmtSkl53h4__U__S0---0365.160-0377.750.wav,English
46314,bPVaOlJ6ln0__U__S1---0101.970-0120.900.wav,English
46315,OailyIx6vgk__U__S0---0145.980-0158.680.wav,English
46316,b1jMXbJrhD0__U__S21---0187.940-0198.150.wav,English
46317,eK8S51L8juo__U__S0---0983.720-0994.720.wav,English
46318,1uop1PDhl1s__U__S20---0096.170-0113.050.wav,English
46319,t9HLOEkwZK0__U__S0---0336.770-0347.790.wav,English
46320,g-v6UDIsHU4__U__S295---1034.120-1046.790.wav,English
46321,jeCtnVlA9G8__U__S18---1176.190-1186.860.wav,English
46322,YTlliEr5LOA__U__S125---1030.590-1047.460.wav,English
46323,kBtjhfkeSI0__U__S0---0428.610-0440.730.wav,English
46324,AKuwOCbp0WI__U__S0---0653.800-0665.830.wav,English
46325,5Jr_iCUJJpQ__U__S336---3089.530-3104.220.wav,English
46326,aO5GaJkT798__U__S35---0231.400-0241.400.wav,English
46327,5Jr_iCUJJpQ__U__S5---0060.930-0071.990.wav,English
46328,x4lfSc7PrB0__U__S0---0157.270-0172.430.wav,English
46329,Cln0J87vulU__U__S122---1048.960-1067.820.wav,English
46330,07_KazOgJcc__U__S1---0200.080-0213.340.wav,English
46331,Iy4vq8RdPGU__U__S33---0529.160-0544.940.wav,English
46332,cuE9eHSbjNI__U__S0---2248.510-2264.750.wav,English
46333,YTlliEr5LOA__U__S31---0269.010-0284.140.wav,English
46334,HcvfyH3pvco__U__S116---0967.320-0984.910.wav,English
46335,7g_-VOpCl1g__U__S1---1620.400-1637.700.wav,English
46336,eK8S51L8juo__U__S0---2711.680-2727.500.wav,English
46337,vvGjtNAUkcw__U__S44---0327.440-0339.750.wav,English
46338,ORKweq97KSw__U__S1---0285.270-0295.780.wav,English
46339,7YLm3pkAiJQ__U__S87---0557.360-0572.540.wav,English
46340,4wFO1Qqi3nQ__U__S0---0380.720-0395.120.wav,English
46341,sKs31iV5a2g__U__S19---0231.590-0248.850.wav,English
46342,eK8S51L8juo__U__S0---0994.720-1006.520.wav,English
46343,1xVkRh7mEe0__U__S1---0039.470-0056.970.wav,English
46344,k19YZKdKI60__U__S290---0384.170-0394.420.wav,English
46345,5Jr_iCUJJpQ__U__S101---0627.100-0642.310.wav,English
46346,FgnrCBlaaTI__U__S109---0562.600-0573.730.wav,English
46347,eK8S51L8juo__U__S0---1277.140-1290.340.wav,English
46348,vCO_LP-XEhU__U__S105---0952.700-0972.660.wav,English
46349,Cln0J87vulU__U__S122---0637.700-0651.460.wav,English
46350,SUIMvT0VED4__U__S2---0415.630-0428.210.wav,English
46351,-oMKEXzvq_8__U__S102---1646.370-1660.410.wav,English
46352,ElQx_FFFin4__U__S0---0005.340-0024.690.wav,English
46353,RpbpwaXzxIY__U__S11---0294.260-0305.050.wav,English
46354,0G__gXzFn8Q__U__S11---0050.470-0069.420.wav,English
46355,q80bY-WvEQE__U__S34---0199.680-0216.210.wav,English
46356,nUUVSxZ4ohI__U__S70---0481.580-0493.720.wav,English
46357,c3S_XIFDMpo__U__S21---0183.050-0200.000.wav,English
46358,48KddvNfYCM__U__S0---0694.170-0713.860.wav,English
46359,YfGLooqYjNY__U__S123---0524.900-0535.440.wav,English
46360,8pKkRV-VAc8__U__S132---1485.770-1495.800.wav,English
46361,KLiy94kfZI4__U__S112---1107.120-1124.960.wav,English
46362,vp9mfW7dqE0__U__S0---0132.180-0147.550.wav,English
46363,FtS5H8CdNDw__U__S243---1434.810-1447.680.wav,English
46364,kERSSRJant0__U__S39---0054.430-0066.880.wav,English
46365,pP44EPBMb8A__U__S14---0356.990-0368.090.wav,English
46366,8pKkRV-VAc8__U__S7---0551.140-0561.450.wav,English
46367,Mrhww16bESc__U__S0---0018.950-0033.760.wav,English
46368,aTf-TF0hrYI__U__S0---0019.360-0034.470.wav,English
46369,zswmXhS-FGI__U__S3---0142.620-0159.180.wav,English
46370,CYxbw1gDXRo__U__S0---0007.600-0022.690.wav,English
46371,8pKkRV-VAc8__U__S1---3021.810-3032.210.wav,English
46372,sKs31iV5a2g__U__S19---0136.280-0148.320.wav,English
46373,HNQF6f5wTRY__U__S108---0709.920-0725.570.wav,English
46374,ihUKMQqqnyM__U__S0---0073.340-0092.080.wav,English
46375,mzfg0RGJnV8__U__S104---0583.550-0599.520.wav,English
46376,q80bY-WvEQE__U__S12---0068.580-0084.010.wav,English
46377,cuE9eHSbjNI__U__S0---1775.500-1787.600.wav,English
46378,6TEi0nJP5BE__U__S102---0568.200-0578.440.wav,English
46379,eK8S51L8juo__U__S0---1181.740-1192.710.wav,English
46380,dwAr2ECXbkE__U__S109---0452.510-0464.920.wav,English
46381,PDtLmUAxzi4__U__S0---0462.170-0480.450.wav,English
46382,oFCKCs4G2Bo__U__S19---0155.160-0169.630.wav,English
46383,_e4fgbYJsYM__U__S105---0657.000-0670.360.wav,English
46384,DQMxvGYyu6Q__U__S336---2568.590-2586.840.wav,English
46385,PbpfOCeGU4s__U__S1---0000.000-0016.680.wav,English
46386,FtS5H8CdNDw__U__S243---2308.150-2325.940.wav,English
46387,OqLbG5O8dag__U__S0---0147.600-0158.050.wav,English
46388,8pKkRV-VAc8__U__S12---0097.490-0108.230.wav,English
46389,q571ar_7_CM__U__S0---0271.310-0289.500.wav,English
46390,hpbIJW6akgc__U__S35---0274.630-0287.780.wav,English
46391,6_RdnVtfZPY__U__S13---0422.600-0436.230.wav,English
46392,FQwXGpwMpH8__U__S109---0581.790-0601.350.wav,English
46393,7p5A0qbSchM__U__S19---0022.290-0038.350.wav,English
46394,HNQF6f5wTRY__U__S128---0094.660-0113.760.wav,English
46395,ewCs5CF5HEg__U__S0---0227.000-0244.680.wav,English
46396,a7Z0SkS8nFs__U__S106---1079.010-1090.460.wav,English
46397,9Nczsds2KxA__U__S134---0556.890-0569.170.wav,English
46398,jEir3tR0k90__U__S5---0105.660-0119.240.wav,English
46399,OqLbG5O8dag__U__S0---0807.220-0822.990.wav,English
46400,Kp0QEDWQ8Z0__U__S150---0648.640-0659.270.wav,English
46401,ElQx_FFFin4__U__S10---0283.990-0299.840.wav,English
46402,cgX0Hxi-NyY__U__S1---0169.500-0179.990.wav,English
46403,vPRNxtmkRYY__U__S0---0204.600-0218.310.wav,English
46404,d30n-YxOHo4__U__S113---1274.060-1293.550.wav,English
46405,YfGLooqYjNY__U__S105---2524.220-2536.940.wav,English
46406,dG1JpC5jels__U__S140---0928.810-0946.090.wav,English
46407,Pi0FNF6PzwU__U__S18---0292.330-0308.150.wav,English
46408,t9HLOEkwZK0__U__S118---0843.900-0857.440.wav,English
46409,QG-UdbN6CFk__U__S125---0610.090-0623.680.wav,English
46410,E5ziLtGxut4__U__S42---0255.550-0273.790.wav,English
46411,CilVymuAM8A__U__S0---0162.630-0177.450.wav,English
46412,4wFO1Qqi3nQ__U__S0---0170.060-0182.800.wav,English
46413,bSs0gNq6Kkc__U__S0---0773.890-0784.020.wav,English
46414,oVWHiiDZrJ8__U__S13---0071.390-0084.190.wav,English
46415,d30n-YxOHo4__U__S113---0522.640-0541.960.wav,English
46416,LYSGTkNtazo__U__S139---0042.530-0059.970.wav,English
46417,2qccjqaPaqo__U__S0---0417.290-0432.140.wav,English
46418,5Jr_iCUJJpQ__U__S101---1018.530-1035.920.wav,English
46419,FUfXVkGTnSQ__U__S100---0034.480-0046.840.wav,English
46420,by4MzrVODeQ__U__S1---0194.140-0206.430.wav,English
46421,HNQF6f5wTRY__U__S1---0842.990-0859.990.wav,English
46422,mzfg0RGJnV8__U__S11---0894.230-0911.670.wav,English
46423,9853Jt7VA1c__U__S0---0074.110-0086.940.wav,English
46424,HKQqbitu6n8__U__S0---0075.040-0087.420.wav,English
46425,7g_-VOpCl1g__U__S100---2197.760-2208.120.wav,English
46426,HFHU1aT4nqg__U__S0---0000.000-0010.450.wav,English
46427,cnfoTAxhpzQ__U__S0---0094.540-0108.690.wav,English
46428,ErsoJuWyVzA__U__S0---0000.000-0018.690.wav,English
46429,kBtjhfkeSI0__U__S0---0289.170-0300.060.wav,English
46430,jRcfE2xxSAw__U__S0---0525.630-0535.830.wav,English
46431,n0BFItYdXZI__U__S4---0269.250-0282.640.wav,English
46432,jEir3tR0k90__U__S5---0138.200-0153.670.wav,English
46433,YfGLooqYjNY__U__S101---0645.230-0659.650.wav,English
46434,Kp0QEDWQ8Z0__U__S150---2050.570-2068.110.wav,English
46435,2qccjqaPaqo__U__S0---0854.600-0873.930.wav,English
46436,dG1JpC5jels__U__S60---0382.190-0398.110.wav,English
46437,dXmpmdyt59k__U__S0---0398.970-0415.240.wav,English
46438,oYRMYSIVj1o__U__S12---0119.020-0129.980.wav,English
46439,V6nAg24Zqrs__U__S1---0037.290-0048.370.wav,English
46440,bPVaOlJ6ln0__U__S1---0201.850-0215.020.wav,English
46441,YfGLooqYjNY__U__S105---0980.130-0991.110.wav,English
46442,8P44D_DeJ-U__U__S0---0074.680-0086.300.wav,English
46443,a7Z0SkS8nFs__U__S0---3108.940-3121.780.wav,English
46444,Dy1cwCUO0nA__U__S0---0512.380-0530.270.wav,English
46445,9ZuOxjeq6TQ__U__S0---0335.700-0354.160.wav,English
46446,_e4fgbYJsYM__U__S103---0567.140-0579.880.wav,English
46447,Wbk-BHtvSbQ__U__S0---0283.850-0298.730.wav,English
46448,cNYzhwXINTo__U__S38---0354.750-0365.090.wav,English
46449,VzRD0Yk5JeA__U__S86---0637.650-0650.040.wav,English
46450,OqLbG5O8dag__U__S0---1614.290-1633.560.wav,English
46451,5Ve0wXtmATI__U__S104---0528.100-0540.710.wav,English
46452,T05BfsYsBvA__U__S135---1696.960-1710.450.wav,English
46453,jemER9PxNV4__U__S10---0090.480-0110.100.wav,English
46454,a7Z0SkS8nFs__U__S106---1577.760-1593.590.wav,English
46455,EYOQf99fNiI__U__S120---1428.920-1444.610.wav,English
46456,xsGX9LvgUHI__U__S0---0511.640-0524.350.wav,English
46457,9ZuOxjeq6TQ__U__S24---0163.790-0182.590.wav,English
46458,d30n-YxOHo4__U__S181---1126.910-1145.750.wav,English
46459,bSs0gNq6Kkc__U__S0---0499.800-0515.920.wav,English
46460,_u6r1geMRSc__U__S16---0171.720-0188.470.wav,English
46461,7p5A0qbSchM__U__S16---0453.350-0464.100.wav,English
46462,AEpvxWTveR4__U__S52---0363.920-0380.170.wav,English
46463,Ak2fJu6WFGo__U__S10---0410.680-0424.010.wav,English
46464,XclNuS6Eu-o__U__S101---0593.870-0605.010.wav,English
46465,55O5nollb0w__U__S100---0533.990-0547.180.wav,English
46466,55e4tup2VGE__U__S38---0324.660-0335.400.wav,English
46467,FdM-f3oMQsA__U__S63---0437.910-0449.670.wav,English
46468,wSVknWX8DiU__U__S11---0041.850-0052.150.wav,English
46469,8fpkiuevxbQ__U__S0---0171.410-0184.660.wav,English
46470,m2j0TX-e8NY__U__S0---0590.140-0604.000.wav,English
46471,mzfg0RGJnV8__U__S11---1305.590-1323.350.wav,English
46472,eK8S51L8juo__U__S0---0867.760-0880.300.wav,English
46473,Gx9N0mrTPtw__U__S111---0397.130-0408.860.wav,English
46474,a7Z0SkS8nFs__U__S106---2580.470-2591.320.wav,English
46475,YfGLooqYjNY__U__S123---0909.260-0928.130.wav,English
46476,6_RdnVtfZPY__U__S11---0301.160-0315.930.wav,English
46477,jRcfE2xxSAw__U__S0---0514.060-0525.630.wav,English
46478,mzfg0RGJnV8__U__S0---0095.910-0114.180.wav,English
46479,FplJGbt6Iys__U__S1---0229.290-0248.420.wav,English
46480,xgBZPc8jMNk__U__S160---0343.960-0357.900.wav,English
46481,L-HLeTXFME4__U__S0---0511.860-0530.650.wav,English
46482,d30n-YxOHo4__U__S113---0820.360-0832.960.wav,English
46483,dwAr2ECXbkE__U__S109---1438.470-1448.500.wav,English
46484,4wFO1Qqi3nQ__U__S0---0680.700-0700.540.wav,English
46485,cnfoTAxhpzQ__U__S17---0598.880-0609.410.wav,English
46486,7g_-VOpCl1g__U__S1---1953.370-1966.890.wav,English
46487,XclNuS6Eu-o__U__S101---0460.210-0473.110.wav,English
46488,2ZR_vMU8db8__U__S12---0199.550-0211.630.wav,English
46489,_e4fgbYJsYM__U__S1---0805.010-0823.910.wav,English
46490,Da7c-BY6MDA__U__S2---0131.500-0147.970.wav,English
46491,ewCs5CF5HEg__U__S0---0316.210-0330.610.wav,English
46492,Kp0QEDWQ8Z0__U__S150---0736.430-0750.480.wav,English
46493,FUfXVkGTnSQ__U__S0---0380.040-0392.380.wav,English
46494,bi8wo64I57U__U__S0---0659.310-0673.750.wav,English
46495,En8YCLPKyJU__U__S114---0021.310-0032.460.wav,English
46496,a7Z0SkS8nFs__U__S106---1639.910-1657.180.wav,English
46497,-J43Gvlztc8__U__S37---0654.780-0665.590.wav,English
46498,ZJt3qGlLhLY__U__S0---0067.560-0078.590.wav,English
46499,cyayif_nla8__U__S10---0046.880-0058.670.wav,English
46500,OqLbG5O8dag__U__S0---0677.340-0689.770.wav,English
46501,-oMKEXzvq_8__U__S1---2582.030-2596.440.wav,English
46502,bSs0gNq6Kkc__U__S0---0761.740-0773.890.wav,English
46503,FQwXGpwMpH8__U__S109---0817.300-0827.500.wav,English
46504,O7Q3dOkzCLg__U__S27---0030.220-0043.430.wav,English
46505,eK8S51L8juo__U__S0---2000.760-2011.050.wav,English
46506,gN3Y97j_2Vc__U__S0---0012.750-0028.380.wav,English
46507,oVWHiiDZrJ8__U__S20---0023.040-0035.730.wav,English
46508,dwAr2ECXbkE__U__S160---1090.450-1108.260.wav,English
46509,YfGLooqYjNY__U__S123---1419.030-1435.660.wav,English
46510,LaQf5qdYQ1w__U__S14---0168.260-0180.670.wav,English
46511,YTlliEr5LOA__U__S103---1119.800-1137.700.wav,English
46512,eK8S51L8juo__U__S0---0786.880-0799.280.wav,English
46513,VWvPndMo1F8__U__S24---0803.070-0815.460.wav,English
46514,-oMKEXzvq_8__U__S102---2271.740-2283.240.wav,English
46515,LYSGTkNtazo__U__S101---0650.570-0662.950.wav,English
46516,8pKkRV-VAc8__U__S1---2868.360-2879.060.wav,English
46517,Uyzojf3StQQ__U__S0---0079.370-0089.920.wav,English
46518,kBtjhfkeSI0__U__S0---0071.890-0090.740.wav,English
46519,jeCtnVlA9G8__U__S0---0249.200-0260.050.wav,English
46520,uxvVAqbAliM__U__S1---0216.470-0236.260.wav,English
46521,ihUKMQqqnyM__U__S0---0234.040-0246.810.wav,English
46522,Wbk-BHtvSbQ__U__S0---0440.310-0455.820.wav,English
46523,6TEi0nJP5BE__U__S173---0160.730-0179.570.wav,English
46524,8pKkRV-VAc8__U__S140---0589.850-0603.060.wav,English
46525,DQMxvGYyu6Q__U__S336---2599.820-2615.880.wav,English
46526,bSs0gNq6Kkc__U__S0---0613.550-0626.640.wav,English
46527,a7Z0SkS8nFs__U__S106---1823.610-1843.080.wav,English
46528,pcicI_GJGcM__U__S0---0283.300-0299.570.wav,English
46529,SUIMvT0VED4__U__S13---0069.410-0082.750.wav,English
46530,7g_-VOpCl1g__U__S280---2657.970-2672.200.wav,English
46531,2n_tfg7hico__U__S1---0413.940-0430.620.wav,English
46532,pJ-vaQZQpM8__U__S0---0113.790-0128.450.wav,English
46533,m9VsakXieBU__U__S2---0026.320-0037.720.wav,English
46534,vp9mfW7dqE0__U__S0---0202.910-0215.090.wav,English
46535,VBQlS-KqFs4__U__S12---0298.630-0318.030.wav,English
46536,n-y-YHVZSwk__U__S0---0166.980-0181.720.wav,English
46537,yXjN5ln-2TQ__U__S21---0201.300-0215.590.wav,English
46538,-oMKEXzvq_8__U__S1---0193.430-0205.230.wav,English
46539,YfGLooqYjNY__U__S105---0345.770-0356.550.wav,English
46540,l7Z5VBBknoU__U__S41---0443.380-0454.210.wav,English
46541,7lQ9W333GAo__U__S34---0218.960-0230.800.wav,English
46542,YfGLooqYjNY__U__S105---0632.270-0645.230.wav,English
46543,8pKkRV-VAc8__U__S396---2935.440-2945.600.wav,English
46544,T05BfsYsBvA__U__S216---1380.950-1393.170.wav,English
46545,DQMxvGYyu6Q__U__S0---0389.250-0407.640.wav,English
46546,V6nAg24Zqrs__U__S60---0377.620-0390.920.wav,English
46547,1xVkRh7mEe0__U__S1---0303.950-0318.380.wav,English
46548,OqLbG5O8dag__U__S0---1346.560-1357.990.wav,English
46549,_u6r1geMRSc__U__S11---0141.780-0157.800.wav,English
46550,HYtn-ogxziE__U__S121---0895.950-0911.760.wav,English
46551,ZyKP7bhn3kM__U__S13---0019.070-0033.150.wav,English
46552,Dy1cwCUO0nA__U__S0---0030.620-0041.470.wav,English
46553,mzfg0RGJnV8__U__S10---0144.260-0164.000.wav,English
46554,7g_-VOpCl1g__U__S1---0018.650-0029.600.wav,English
46555,qLc5QJsMgvw__U__S0---0054.180-0067.120.wav,English
46556,55e4tup2VGE__U__S35---0240.020-0257.600.wav,English
46557,hpbIJW6akgc__U__S35---0207.570-0222.430.wav,English
46558,FgnrCBlaaTI__U__S1---2499.740-2516.170.wav,English
46559,Dy1cwCUO0nA__U__S0---0000.000-0015.180.wav,English
46560,oVWHiiDZrJ8__U__S13---0035.730-0045.900.wav,English
46561,8pKkRV-VAc8__U__S140---0977.280-0996.050.wav,English
46562,bi8wo64I57U__U__S0---0554.630-0567.810.wav,English
46563,yAQcMuH7DEA__U__S11---0033.470-0050.830.wav,English
46564,by4MzrVODeQ__U__S1---0096.000-0107.500.wav,English
46565,3saU5racsGE__U__S107---0372.160-0384.100.wav,English
46566,KLiy94kfZI4__U__S114---1197.150-1212.210.wav,English
46567,RNT9NUqge-E__U__S101---0862.380-0873.330.wav,English
46568,_oSnGQKkaS0__U__S19---0276.650-0290.100.wav,English
46569,FQwXGpwMpH8__U__S109---0554.410-0566.530.wav,English
46570,d30n-YxOHo4__U__S1---0148.270-0159.960.wav,English
46571,dwAr2ECXbkE__U__S11---1135.560-1145.810.wav,English
46572,tBlRo8bI2YI__U__S373---2431.180-2450.890.wav,English
46573,9_OrhFSjuP8__U__S14---0106.840-0119.160.wav,English
46574,xsGX9LvgUHI__U__S118---1048.460-1063.970.wav,English
46575,a7Z0SkS8nFs__U__S106---1562.240-1577.760.wav,English
46576,tUoOHudlA-Y__U__S31---0370.870-0382.650.wav,English
46577,cyayif_nla8__U__S72---0453.390-0469.950.wav,English
46578,DQMxvGYyu6Q__U__S336---2550.630-2562.590.wav,English
46579,7p5A0qbSchM__U__S27---0181.130-0194.220.wav,English
46580,DQMxvGYyu6Q__U__S336---2510.680-2522.870.wav,English
46581,5uDvw6BbgRA__U__S0---0343.830-0354.910.wav,English
46582,LYSGTkNtazo__U__S10---0809.430-0822.860.wav,English
46583,AEpvxWTveR4__U__S30---0196.680-0210.450.wav,English
46584,wxd0xnitJo0__U__S0---0567.150-0586.620.wav,English
46585,-TkKU_hPwyI__U__S1---0163.980-0176.200.wav,English
46586,kFyzo-FufnM__U__S10---0027.500-0039.950.wav,English
46587,m9VsakXieBU__U__S2---0153.410-0172.010.wav,English
46588,2qccjqaPaqo__U__S0---0647.470-0664.640.wav,English
46589,07_KazOgJcc__U__S13---0158.810-0178.690.wav,English
46590,28Y6RJik15g__U__S243---2422.980-2433.980.wav,English
46591,eK8S51L8juo__U__S0---0000.000-0012.270.wav,English
46592,GxVzIHBWLEU__U__S146---0038.410-0053.640.wav,English
46593,h2274S1vMaE__U__S111---2875.620-2887.690.wav,English
46594,PDtLmUAxzi4__U__S0---0847.430-0862.380.wav,English
46595,PDtLmUAxzi4__U__S0---0570.540-0581.020.wav,English
46596,YfGLooqYjNY__U__S123---3436.930-3449.580.wav,English
46597,XclNuS6Eu-o__U__S3---0047.600-0065.400.wav,English
46598,Dy1cwCUO0nA__U__S0---0445.950-0463.650.wav,English
46599,jeCtnVlA9G8__U__S0---0369.240-0380.530.wav,English
46600,FplJGbt6Iys__U__S1---0162.690-0174.170.wav,English
46601,St5P6viAJ28__U__S0---0003.740-0014.960.wav,English
46602,dwAr2ECXbkE__U__S160---1178.930-1191.340.wav,English
46603,0Chw5dX27tI__U__S1---0111.260-0127.660.wav,English
46604,bGUVcMYC6oY__U__S148---0453.900-0463.900.wav,English
46605,bSs0gNq6Kkc__U__S0---1548.280-1560.430.wav,English
46606,g-v6UDIsHU4__U__S369---0103.490-0114.400.wav,English
46607,Kp0QEDWQ8Z0__U__S116---1173.740-1187.500.wav,English
46608,kd--U_yn1ro__U__S58---0419.000-0435.090.wav,English
46609,m2j0TX-e8NY__U__S107---0730.900-0742.680.wav,English
46610,dwAr2ECXbkE__U__S11---0360.370-0378.960.wav,English
46611,XJQy_R9CYR4__U__S1---0025.080-0041.650.wav,English
46612,Xe1hH_6ltBo__U__S1---0133.540-0148.430.wav,English
46613,rT6LCIe71Qk__U__S0---0060.730-0074.910.wav,English
46614,cnfoTAxhpzQ__U__S17---0530.720-0543.700.wav,English
46615,lPabrZrpJTQ__U__S11---0024.270-0034.700.wav,English
46616,d30n-YxOHo4__U__S113---0496.580-0508.040.wav,English
46617,d30n-YxOHo4__U__S113---1178.790-1190.570.wav,English
46618,E9eZtG64z8g__U__S16---0119.870-0133.970.wav,English
46619,AsKjtQkQAH8__U__S0---0245.420-0262.150.wav,English
46620,RpkEeZ9Oi1Q__U__S10---0011.330-0023.490.wav,English
46621,8pKkRV-VAc8__U__S140---2173.540-2193.400.wav,English
46622,o5U8P7cNvr8__U__S0---1122.930-1137.950.wav,English
46623,T05BfsYsBvA__U__S216---1801.970-1815.170.wav,English
46624,XclNuS6Eu-o__U__S3---0065.400-0077.150.wav,English
